system,package,node,entrypoint,time_taken,crashed,error_message,functions,statements,api_calls,unknown_api_calls,unreachable_functions,unreachable_api_calls
autorally,imu_3dm_gx4,imu_3dm_gx4,main,37.04647764,FALSE,,1,19,6,0,0,0
autorally,joy,joy_node,main,28.74134908,FALSE,,2,12,3,0,0,0
autorally,pointgrey_camera_driver,PointGreyCameraNodelet,pointgrey_camera_driver::PointGreyCameraNodelet::onInit,31.9545497,TRUE,static recovery process failed,,,,,,
autorally,pointgrey_camera_driver,PointGreyStereoCameraNodelet,pointgrey_camera_driver::PointGreyStereoCameraNodelet::onInit,32.53417828,FALSE,,1,10,2,0,0,0
autorally,pointgrey_camera_driver,pointgrey_camera_node,main,26.57952634,FALSE,,1,1,1,0,0,0
autorally,pointgrey_camera_driver,pointgrey_stereo_node,main,26.38972651,FALSE,,1,1,1,0,0,0
autorally,pointgrey_camera_driver,pointgrey_list_cameras,main,28.29762428,FALSE,,1,0,0,0,0,0
autorally,autorally_core,gpsHemisphereInterface,main,28.71643897,FALSE,,2,17,6,0,0,0
autorally,autorally_core,ocs,main,110.752852,FALSE,,2,10,8,7,1,8
autorally,autorally_core,runStop,main,28.79207032,FALSE,,2,5,2,0,0,0
autorally,autorally_core,xbeeCoordinator,main,55.84223624,FALSE,,4,9,4,1,1,1
autorally,autorally_core,xbeeNode,main,52.597784,FALSE,,4,11,5,1,1,1
autorally,autorally_core,ImageRepublisher,autorally_core::ImageRepublisher::onInit,31.32483351,FALSE,,1,2,0,0,0,0
autorally,autorally_core,StateEstimator,main,77.69470879,FALSE,,2,46,9,0,0,0
autorally,autorally_core,AutoRallyChassis,autorally_core::AutoRallyChassis::onInit,30.16732858,FALSE,,3,14,5,1,0,0
autorally,autorally_core,CameraTrigger,autorally_core::CameraTrigger::onInit,29.6960214,FALSE,,1,1,0,0,0,0
autorally,autorally_core,CameraAutoBalancePtGrey,autorally_core::CameraAutoBalancePtGrey::onInit,32.23864788,FALSE,,1,0,0,0,0,0
autorally,autorally_core,CameraAutoBalanceFLIR,autorally_core::CameraAutoBalanceFLIR::onInit,30.28305962,FALSE,,1,0,0,0,0,0
autorally,autorally_core,WheelOdometry,main,27.58844671,FALSE,,2,11,5,0,0,0
autorally,autorally_control,ConstantSpeedController,autorally_control::ConstantSpeedController::onInit,34.22548161,FALSE,,3,16,3,0,1,0
autorally,autorally_control,joystickController,main,34.91734803,FALSE,,2,13,4,0,0,0
autorally,autorally_control,gpsWaypoint,main,34.49188024,FALSE,,2,10,6,0,0,0
autorally,autorally_control,path_integral_bf,main,113.7350314,FALSE,,1,0,0,0,0,0
autorally,autorally_control,path_integral_nn,main,108.7799304,FALSE,,1,0,0,0,0,0
autorally,autorally_control,path_integral_monitor,main,29.47519,FALSE,,2,3,2,0,0,0
autorally,effort_controllers,simple_bot_hw,main,32.92168444,FALSE,,1,3,3,0,0,0
